searge,name,side,desc
m_284009_,lambda$from$4,2,
m_284011_,lambda$makeRule$1,2,
m_284016_,lambda$lookForWater$7,2,
m_284017_,lambda$lookForWater$8,2,
m_284094_,lambda$registerBed$5,2,
m_284106_,lambda$new$1,2,
m_284109_,lambda$mapColor$10,2,
m_284119_,lambda$static$6,2,
m_284120_,lambda$static$4,2,
m_284126_,queueSectionData,2,
m_284127_,setServerLevel,2,
m_284128_,increaseOnlyOneDirection,2,
m_284129_,lambda$isCyclic$1,2,
m_284133_,profileKeySignatureValidator,2,
m_284134_,fill,2,
m_284138_,initializeLight,2,
m_284139_,lambda$static$0,0,
m_284144_,line,0,
m_284148_,listBuilders,0,
m_284150_,forEach,0,
m_284152_,left,0,
m_284157_,getDataLayerToWrite,2,
m_284158_,lambda$orderByDependencies$6,2,
m_284160_,lambda$orderByDependencies$5,2,
m_284170_,getFromLevel,2,
m_284173_,fill,2,
m_284174_,lambda$orderByDependencies$4,2,
m_284175_,byId,2,
m_284176_,addEntry,2,
m_284177_,onPathfindingStart,2,
m_284179_,copyUntil,0,
m_284180_,mapColor,2,
m_284181_,propagateFromEmptySections,2,
m_284184_,lambda$static$2,0,
m_284185_,increaseLightFromEmission,2,
m_284186_,index,2,
m_284187_,shapeOccludes,2,
m_284188_,increaseSkipOneDirection,2,
m_284190_,initializeLightSources,2,
m_284191_,getHighestLowestSourceY,2,
m_284192_,clear,0,
m_284202_,crossedSectionEdge,2,
m_284203_,queueSectionData,2,
m_284209_,pack,0,
m_284210_,countEmptySectionsBelowIfAtBorder,2,
m_284213_,visitRequiredDependencies,2,
m_284215_,resolve,0,
m_284216_,getDebugData,2,
m_284218_,enqueueIncrease,2,
m_284219_,craftingANewLook,2,
m_284231_,getChunkSources,2,
m_284232_,addDependencyIfNotCyclic,2,
m_284236_,neighborCount,2,
m_284237_,smithingWithStyle,2,
m_284239_,smithingTrims,2,
m_284241_,resolve,0,
m_284242_,getMapColor,2,
m_284245_,retainData,2,
m_284253_,lambda$static$0,0,
m_284254_,findBlockLightSources,2,
m_284259_,setLightEnabled,2,
m_284261_,calculateWidth,0,
m_284264_,findLowestSourceY,2,
m_284265_,isEmptyShape,2,
m_284266_,bitWidth,0,
m_284267_,lambda$visitOptionalDependencies$1,2,
m_284268_,mapColor,2,
m_284270_,loadResourceStack,0,
m_284271_,fillFrom,2,
m_284273_,placeStem,2,
m_284281_,accept,0,
m_284282_,getLightBlockInto,2,
m_284283_,markNewInconsistencies,2,
m_284287_,respectingTheRemnantsCriterions,2,
m_284288_,add,0,
m_284290_,decreaseAllDirections,2,
m_284291_,getDebugSectionType,2,
m_284293_,getBottomSectionY,2,
m_284296_,getDecorations,2,
m_284300_,findLowestSourceBelow,2,
m_284301_,updateEdge,2,
m_284303_,getChunk,2,
m_284305_,right,0,
m_284307_,lambda$listBuilders$0,0,
m_284308_,lambda$static$1,0,
m_284310_,of,2,
m_284312_,isIncreaseFromEmission,2,
m_284315_,getColorFromPackedId,2,
m_284316_,propagateIncrease,2,
m_284317_,removeSourcesBelow,2,
m_284320_,remove,0,
m_284321_,propagateDecrease,2,
m_284323_,decodeHex,0,
m_284325_,placeHat,2,
m_284331_,getHighestGeneratedStatus,2,
m_284333_,lambda$dumpContents$0,0,
m_284334_,read,0,
m_284335_,withDirection,2,
m_284336_,putSectionState,2,
m_284342_,lambda$visitRequiredDependencies$0,2,
m_284343_,enqueueDecrease,2,
m_284344_,getLowestSourceY,2,
m_284345_,getHeadBlock,2,
m_284346_,visitOptionalDependencies,2,
m_284350_,read24,0,
m_284351_,byId,2,
m_284354_,createForColorTexture,0,
m_284356_,defaultMapColor,2,
m_284357_,safeLoad,0,
m_284358_,read32,0,
m_284361_,propagateIncreases,2,
m_284365_,hasData,2,
m_284370_,select,0,
m_284371_,$values,2,
m_284372_,visitDependenciesAndElement,2,
m_284373_,pack,0,
m_284375_,addSourcesAbove,2,
m_284376_,type,2,
m_284377_,display,2,
m_284381_,byIdUnsafe,2,
m_284382_,lightOnInSection,2,
m_284384_,getTopSectionY,2,
m_284387_,hasDifferentLightProperties,2,
m_284388_,getHeadPosition,2,
m_284389_,byIdUnsafe,2,
m_284390_,isFromEmptyShape,2,
m_284399_,propagateDecreases,2,
m_284400_,getSkyLightSources,2,
m_284402_,getLowestSourceY,2,
m_284404_,getOpacity,2,
m_284405_,lambda$makeRule$0,2,
m_284406_,getMapColor,2,
m_284407_,lambda$makeRule$3,2,
m_284410_,prepare,0,
m_284412_,get,0,
m_284416_,shouldPropagateInDirection,2,
m_284420_,unpackBitsToBytes,0,
m_284421_,trimSmithing,2,
m_284427_,updateSourcesInColumn,2,
m_284428_,getOcclusionShape,2,
m_284430_,orderByDependencies,2,
m_284431_,lambda$orderByDependencies$2,2,
m_284436_,getEmission,2,
m_284437_,getDebugSectionType,2,
m_284440_,mask,0,
m_284441_,withoutDirection,2,
m_284444_,isSourceLevel,2,
m_284446_,read,0,
m_284448_,unpackBitsToBytes,0,
m_284450_,computeIfAbsent,0,
m_284454_,getZeroNode,2,
m_284455_,withLevel,2,
m_284460_,apply,0,
m_284461_,onPathfindingDone,2,
m_284473_,lambda$visitDependenciesAndElement$0,2,
m_284474_,get,2,
m_284475_,removeSection,2,
m_284476_,squareOutSouthEast,2,
m_284478_,findBlocks,2,
m_284479_,lambda$makeRule$1,2,
m_284480_,width,0,
m_284484_,$values,2,
m_284488_,from,2,
m_284489_,finalizeProviderLoading,0,
m_284490_,hasData,2,
m_284493_,getDebugSectionType,2,
m_284495_,mapColor,2,
m_284497_,initializeSection,2,
m_284498_,keySet,0,
m_284506_,put,0,
m_284511_,accept,0,
m_284512_,getState,2,
m_284514_,set,2,
m_284517_,resolveProviders,0,
m_284520_,createForIntensityTexture,0,
m_284521_,update,2,
m_284522_,neighborCount,2,
m_284523_,getPackedId,2,
m_284525_,baseJungle,2,
m_284526_,lambda$makeRule$2,2,
m_284529_,isEdgeOccluded,2,
m_284534_,isReplaceable,2,
m_284535_,setLevel,2,
m_284537_,readFromStream,0,
m_284542_,queueSectionData,2,
m_284543_,increaseSkySourceInDirections,2,
m_284546_,decreaseSkipOneDirection,2,
m_284550_,clearChunkCache,2,
m_284551_,lambda$keySet$0,0,
m_284553_,isCyclic,2,
m_284554_,lambda$orderByDependencies$3,2,
m_284556_,decodeHex,0,
m_284557_,extendSourcesBelowWorld,2,
m_285671_,lambda$safeLoad$10,0,
m_285673_,lambda$queueLightRemoval$7,0,
m_285707_,lambda$gameLoadMeasurement$4,0,
m_285709_,lambda$send$0,0,
m_285712_,lambda$placedBlockActivatesCreakingHeart$5,2,
m_285714_,lambda$placedBlockReadByComparator$1,2,
m_285720_,lambda$checkFallDamage$1,2,
m_285728_,lambda$collidesWithSuffocatingBlock$2,2,
m_285729_,lambda$findSupportingBlock$3,2,
m_285730_,lambda$getBlockCollisionsFromContext$0,2,
m_285731_,lambda$static$3,2,
m_285734_,getBias,0,
m_285746_,validate,0,
m_285747_,and,2,
m_285750_,findSupportingBlock,2,
m_285755_,getJumpBoostPower,2,
m_285758_,anyOf,2,
m_285761_,lambda$validateDimensions$4,0,
m_285762_,lambda$beginStep$1,0,
m_285763_,putIfNotNull,0,
m_285764_,load,0,
m_285776_,isStateClimbable,2,
m_285782_,unpack,0,
m_285810_,lightLimit,2,
m_285822_,mapCodec,0,
m_285832_,loadData,0,
m_285833_,beginStep,0,
m_285838_,validate,2,
m_285843_,type,0,
m_285847_,highlightPosition,0,
m_285849_,lambda$static$0,0,
m_285850_,lambda$send$2,0,
m_285852_,lambda$static$2,0,
m_285853_,lambda$loadData$7,0,
m_285854_,setMinigameName,0,
m_285860_,validateDimensions,0,
m_285865_,$values,0,
m_285871_,allOf,2,
m_285878_,recipeAdvancement,2,
m_285883_,lambda$send$4,0,
m_285885_,gameLoadMeasurement,0,
m_285888_,or,2,
m_285894_,lambda$loadData$3,0,
m_285895_,lambda$static$0,0,
m_285901_,endStep,0,
m_285912_,lambda$validateDimensions$2,0,
m_285914_,lambda$loadData$6,0,
m_285918_,lambda$loadData$5,0,
m_285921_,lambda$send$3,0,
m_285937_,beginStep,0,
m_285944_,fill,0,
m_285950_,create,2,
m_285951_,lambda$unpack$1,0,
m_285954_,lambda$load$8,0,
m_285960_,lambda$static$0,0,
m_285963_,getOutsideSessionSender,0,
m_285964_,load,0,
m_285976_,load,0,
m_285977_,beginStep,0,
m_285979_,getActualGlyphWidth,0,
m_285986_,lambda$static$0,0,
m_285989_,lambda$validate$6,0,
m_285991_,lambda$load$7,0,
m_285995_,createWorldSessionManager,0,
m_285999_,placedComparatorReadingBlock,2,
m_286005_,placedBlockReadByComparator,2,
m_286010_,addTerm,2,
m_286013_,renderLines,0,
m_286017_,lambda$beginStep$0,0,
m_286019_,send,0,
m_286028_,verifyRange,2,
m_286034_,onAdvancementDone,0,
m_286040_,lambda$emitGizmos$0,0,
m_286046_,withLowHealth,2,
m_286048_,load,0,
m_286052_,onGameLoadFinished,0,
m_286063_,makeLong,0,
m_286065_,vibrationAndSoundEffectsFromBlock,2,
m_286066_,add,0,
m_286069_,setBootstrapTime,0,
m_286085_,lambda$validateDimensions$3,0,
m_286087_,lambda$static$0,0,
m_286095_,drawHighlights,0,
m_286098_,lambda$loadData$4,0,
m_286103_,lambda$static$1,0,
m_286109_,lambda$static$1,0,
m_286110_,lambda$emitGizmos$1,0,
m_287014_,lambda$resourcePackDownloadConfirmationScreen$1,0,
m_287030_,lambda$static$3,2,
m_287040_,lambda$decorateModification$29,2,
m_287041_,lambda$decorateModification$33,2,
m_287042_,lambda$decorateModification$31,2,
m_287043_,lambda$scheduleFullChunkPromotion$4,2,
m_287056_,lambda$serverTick$0,2,
m_287076_,lambda$tick$0,2,
m_287130_,lambda$moveStuckEntities$1,2,
m_287134_,lambda$createStackSplitter$6,2,
m_287135_,lambda$run$3,2,
m_287138_,getFullStatus,2,
m_287140_,fromFullChunkStatus,2,
m_287141_,byStatus,2,
m_287143_,getRandomSequence,2,
m_287144_,getOffset,2,
m_287145_,withDynamicDrop,2,
m_287154_,byStatus,2,
m_287155_,isEntityTicking,2,
m_287157_,getPortalCooldown,2,
m_287158_,generationStatus,2,
m_287159_,getOptionalParameter,2,
m_287161_,validateFontOpen,0,
m_287164_,getLuck,2,
m_287165_,getFightOrigin,2,
m_287167_,getDestroyStage,0,
m_287168_,lambda$static$0,2,
m_287171_,onGameModeChanged,0,
m_287172_,genericKill,2,
m_287174_,lambda$static$1,2,
m_287182_,getLevel,2,
m_287183_,convertToAgePresentation,0,
m_287188_,fill,2,
m_287189_,demoteFullChunk,2,
m_287190_,getRandomItemsRaw,2,
m_287195_,getRandomItems,2,
m_287198_,drop,2,
m_287199_,setPortalCooldown,2,
m_287200_,setDragonFight,2,
m_287201_,isSupportedBy,2,
m_287205_,isOrAfter,2,
m_287207_,updateChunkStatus,2,
m_287208_,$values,2,
m_287210_,getLocation,2,
m_287214_,getRandomItems,2,
m_287215_,lambda$static$1,2,
m_287216_,matchesStickyCritera,2,
m_287217_,isLoaded,2,
m_287220_,makeMockServerPlayerInLevel,2,
m_287223_,setRandomSequence,2,
m_287228_,getRandomItems,2,
m_287230_,substring,2,
m_287231_,setDragonFight,2,
m_287233_,getLootTableSeed,2,
m_287235_,create,2,
m_287238_,removeAllGateways,2,
m_287239_,withLuck,2,
m_287244_,random,2,
m_287249_,lambda$static$0,2,
m_287250_,lambda$static$0,2,
m_287255_,convertToAgePresentationFromInstant,0,
m_287256_,addDynamicDrops,2,
m_287258_,getLevel,2,
m_287259_,create,2,
m_287261_,getParameter,2,
m_287264_,fullStatus,2,
m_287266_,setFightOrigin,2,
m_287271_,substring,2,
m_287273_,lambda$static$2,2,
m_287276_,getRandomItems,2,
m_287277_,skipArenaLoadedCheck,2,
m_287283_,isBlockTicking,2,
m_287285_,onFullChunkStatusChange,2,
m_287286_,withParameter,2,
m_287287_,outOfBorder,2,
m_287289_,withOptionalParameter,2,
m_287290_,getDrops,2,
m_287291_,add,2,
m_287292_,get,2,
m_287794_,lambda$static$0,0,
m_287806_,lambda$colorWithDye$1,2,
m_287807_,lambda$export$6,2,
m_287815_,lambda$perform$19,2,
m_287818_,lambda$getAttributeValue$18,2,
m_287819_,lambda$resetAttributeBase$22,2,
m_287821_,lambda$getAttributeBase$19,2,
m_287822_,lambda$banIp$3,2,
m_287825_,lambda$showList$3,2,
m_287826_,lambda$showList$4,2,
m_287828_,lambda$listBars$44,2,
m_287829_,lambda$getVisible$30,2,
m_287830_,lambda$setVisible$35,2,
m_287831_,lambda$setColor$38,2,
m_287832_,lambda$createBar$45,2,
m_287833_,lambda$setPlayers$42,2,
m_287834_,lambda$removeBar$46,2,
m_287835_,lambda$listBars$43,2,
m_287836_,lambda$setStyle$39,2,
m_287837_,lambda$setVisible$34,2,
m_287838_,lambda$getMax$29,2,
m_287840_,lambda$setValue$36,2,
m_287841_,lambda$getValue$28,2,
m_287842_,lambda$getVisible$31,2,
m_287843_,lambda$setMax$37,2,
m_287844_,lambda$setName$40,2,
m_287845_,lambda$getPlayers$32,2,
m_287846_,lambda$setPlayers$41,2,
m_287847_,lambda$stop$8,2,
m_287848_,lambda$lead$9,2,
m_287849_,lambda$stop$7,2,
m_287850_,lambda$follow$10,2,
m_287852_,lambda$clearInventory$11,2,
m_287854_,lambda$clearInventory$9,2,
m_287855_,lambda$clone$19,2,
m_287856_,lambda$damage$5,2,
m_287858_,lambda$listAvailablePacks$34,2,
m_287859_,lambda$disablePack$30,2,
m_287860_,lambda$listAvailablePacks$32,2,
m_287861_,lambda$enablePack$29,2,
m_287862_,lambda$listEnabledPacks$35,2,
m_287863_,lambda$listEnabledPacks$37,2,
m_287866_,lambda$start$2,2,
m_287868_,lambda$stop$3,2,
m_287869_,lambda$fillBlocks$1,2,
m_287870_,lambda$setMode$1,2,
m_287872_,lambda$register$2,2,
m_287873_,lambda$setDifficulty$4,2,
m_287874_,lambda$giveEffect$11,2,
m_287875_,lambda$clearEffects$13,2,
m_287876_,lambda$giveEffect$10,2,
m_287877_,lambda$clearEffect$14,2,
m_287878_,lambda$clearEffects$12,2,
m_287879_,lambda$clearEffect$15,2,
m_287882_,lambda$createNumericConditionalHandler$61,2,
m_287883_,lambda$checkIfRegions$71,2,
m_287884_,lambda$createNumericConditionalHandler$62,2,
m_287885_,lambda$checkUnlessRegions$72,2,
m_287886_,lambda$createNumericConditionalHandler$63,2,
m_287887_,lambda$addConditional$66,2,
m_287888_,lambda$createNumericConditionalHandler$64,2,
m_287889_,lambda$addConditional$67,2,
m_287891_,lambda$setExperience$12,2,
m_287893_,lambda$addExperience$10,2,
m_287897_,lambda$fill$7,2,
m_287898_,lambda$fillBlocks$17,2,
m_287910_,lambda$logGamemodeChange$2,2,
m_287913_,lambda$giveItem$3,2,
m_287915_,lambda$register$2,2,
m_287916_,lambda$register$0,2,
m_287917_,lambda$register$3,2,
m_287918_,lambda$register$1,2,
m_287919_,lambda$modifyBlockItem$20,2,
m_287920_,lambda$modifyEntityItem$22,2,
m_287921_,lambda$setEntityItem$25,2,
m_287922_,lambda$modifyEntityItem$21,2,
m_287924_,lambda$setBlockItem$23,2,
m_287926_,lambda$startJfr$3,2,
m_287928_,lambda$kill$2,2,
m_287929_,lambda$kill$3,2,
m_287930_,lambda$format$3,2,
m_287932_,lambda$showLocateResult$15,2,
m_287933_,lambda$callback$22,2,
m_287934_,lambda$callback$23,2,
m_287941_,lambda$unban$2,2,
m_287943_,lambda$whenStopped$6,2,
m_287944_,lambda$saveResults$5,2,
m_287945_,lambda$startProfilingDedicatedServer$4,2,
m_287948_,lambda$placeFeature$15,2,
m_287949_,lambda$placeJigsaw$16,2,
m_287950_,lambda$placeStructure$19,2,
m_287953_,lambda$publish$5,2,
m_287954_,lambda$spawnLeader$8,2,
m_287955_,lambda$stop$10,2,
m_287956_,lambda$check$11,2,
m_287957_,lambda$check$12,2,
m_287958_,lambda$setRaidOmenLevel$7,2,
m_287959_,lambda$start$9,2,
m_287962_,lambda$giveRecipes$5,2,
m_287963_,lambda$takeRecipes$7,2,
m_287964_,lambda$register$2,2,
m_287965_,lambda$register$1,2,
m_287967_,lambda$dismount$7,2,
m_287968_,lambda$mount$6,2,
m_287969_,lambda$saveAll$2,2,
m_287970_,lambda$saveAll$3,2,
m_287971_,lambda$register$0,2,
m_287972_,lambda$register$0,2,
m_287977_,lambda$remove$8,2,
m_287979_,lambda$setRenderType$65,2,
m_287981_,lambda$setDisplayAutoUpdate$61,2,
m_287983_,lambda$addScore$49,2,
m_287984_,lambda$removeScore$51,2,
m_287985_,lambda$listTrackedPlayers$52,2,
m_287987_,lambda$enableTrigger$33,2,
m_287990_,lambda$resetScore$37,2,
m_287994_,lambda$setScore$39,2,
m_287997_,lambda$resetScores$35,2,
m_287998_,lambda$removeObjective$66,2,
m_287999_,lambda$performOperation$31,2,
m_288000_,lambda$addObjective$67,2,
m_288001_,lambda$listObjectives$69,2,
m_288002_,lambda$listObjectives$68,2,
m_288006_,lambda$register$1,2,
m_288007_,lambda$register$0,2,
m_288008_,lambda$setBlock$6,2,
m_288009_,lambda$setIdleTimeout$1,2,
m_288013_,lambda$spawnArmorTrims$5,2,
m_288014_,lambda$spectate$5,2,
m_288015_,lambda$spectate$6,2,
m_288016_,lambda$spreadPlayers$5,2,
m_288018_,lambda$register$0,2,
m_288019_,lambda$register$1,2,
m_288021_,lambda$stopSound$7,2,
m_288023_,lambda$stopSound$5,2,
m_288024_,lambda$spawnEntity$4,2,
m_288025_,lambda$addTag$4,2,
m_288026_,lambda$listTags$11,2,
m_288027_,lambda$listTags$9,2,
m_288028_,lambda$addTag$5,2,
m_288029_,lambda$listTags$10,2,
m_288030_,lambda$removeTag$7,2,
m_288031_,lambda$listTags$8,2,
m_288032_,lambda$removeTag$6,2,
m_288033_,lambda$listMembers$42,2,
m_288034_,lambda$setNametagVisibility$31,2,
m_288035_,lambda$createTeam$40,2,
m_288036_,lambda$listTeams$44,2,
m_288037_,lambda$setPrefix$45,2,
m_288038_,lambda$setCollision$33,2,
m_288039_,lambda$setDisplayName$36,2,
m_288040_,lambda$listMembers$41,2,
m_288041_,lambda$deleteTeam$39,2,
m_288043_,lambda$joinTeam$30,2,
m_288044_,lambda$setSuffix$46,2,
m_288045_,lambda$emptyTeam$38,2,
m_288046_,lambda$setColor$37,2,
m_288047_,lambda$leaveTeam$28,2,
m_288049_,lambda$listTeams$43,2,
m_288050_,lambda$setFriendlySight$34,2,
m_288051_,lambda$setFriendlyFire$35,2,
m_288052_,lambda$setDeathMessageVisibility$32,2,
m_288054_,lambda$teleportToEntity$9,2,
m_288055_,lambda$teleportToEntity$8,2,
m_288056_,lambda$teleportToPos$11,2,
m_288057_,lambda$teleportToPos$10,2,
m_288058_,lambda$queryTime$9,2,
m_288060_,lambda$addTime$11,2,
m_288062_,lambda$setTime$10,2,
m_288063_,lambda$setTimes$13,2,
m_288068_,lambda$resetTitle$9,2,
m_288069_,lambda$clearTitle$7,2,
m_288070_,lambda$showTitle$11,2,
m_288074_,lambda$setWarningLevel$4,2,
m_288075_,lambda$setWarningLevel$3,2,
m_288076_,lambda$resetTracker$5,2,
m_288077_,lambda$resetTracker$6,2,
m_288078_,lambda$setClear$6,2,
m_288079_,lambda$setRain$7,2,
m_288080_,lambda$setThunder$8,2,
m_288082_,lambda$showList$15,2,
m_288084_,lambda$showList$14,2,
m_288086_,lambda$reload$9,2,
m_288087_,lambda$disableWhitelist$13,2,
m_288088_,lambda$enableWhitelist$12,2,
m_288090_,lambda$setCenter$15,2,
m_288092_,lambda$setWarningDistance$13,2,
m_288093_,lambda$getSize$14,2,
m_288095_,lambda$setDamageBuffer$10,2,
m_288097_,lambda$setDamageAmount$11,2,
m_288099_,lambda$decorateModification$26,2,
m_288100_,lambda$manipulateData$38,2,
m_288101_,lambda$decorateModification$28,2,
m_288102_,lambda$mergeData$43,2,
m_288103_,lambda$removeData$39,2,
m_288105_,lambda$getData$40,2,
m_288106_,lambda$getData$42,2,
m_288107_,lambda$decorateModification$32,2,
m_288108_,lambda$decorateModification$30,2,
m_288109_,lambda$getNumeric$41,2,
m_288111_,lambda$broadcastChanges$2,2,
m_288122_,lambda$new$0,2,
m_288155_,lambda$initIdleActivity$1,2,
m_288188_,isOnRails,2,
m_288189_,checkStatus,0,
m_288194_,xor,2,
m_288197_,sendSuccess,2,
m_288202_,broadcast,2,
m_288205_,xor,2,
m_288211_,getDragonUUID,2,
m_288212_,seedFromHashOf,2,
m_288215_,stringifyTagList,2,
m_288219_,isValid,2,
m_288220_,validatedSubstring,2,
m_288221_,seedForKey,2,
m_288223_,broadcastBlockEntity,2,
m_288224_,broadcastBlockEntityIfNeeded,2,
m_288226_,validateName,2,
m_288227_,process,2,
m_288231_,getRandomSequences,2,
m_289187_,forServer,0,
m_289190_,createSequence,2,
m_289192_,languageKey,2,
m_289194_,recordDamage,2,
m_289196_,textureLocation,0,
m_289200_,sendPairingData,2,
m_289201_,upload,0,
m_289203_,getCurrentFallLocation,2,
m_289206_,getMessageForAssistedFall,2,
m_289210_,forWorld,0,
m_289212_,getDisplayName,2,
m_289214_,killAllEntitiesOfClass,2,
m_289215_,getFallMessage,2,
m_289218_,clear,0,
m_289224_,removed,0,
m_289225_,shouldEnterCombat,2,
m_289229_,checkOpen,0,
m_289230_,blockToFallLocation,2,
m_289598_,byName,0,
m_289600_,checkSupportingBlock,2,
m_289602_,renderBook,0,
m_289603_,setOnGroundWithMovement,2,
m_289605_,sendEffectToPassengers,2,
m_289607_,getEntityCount,2,
m_289608_,mixed,2,
m_289610_,lambda$static$0,0,
m_289611_,upgradeSeedTo128bitUnmixed,2,
m_289614_,lambda$getEntityCount$0,2,
m_289616_,assertRedstoneSignal,2,
m_289712_,lambda$static$0,2,
m_289715_,lambda$static$0,2,
m_289717_,renderBackground,0,
m_289720_,lambda$makeRule$1,2,
m_289723_,resetToggleKeys,0,
m_289745_,saveData,2,
m_289747_,getNonNull,2,
m_289748_,reset,0,
m_289843_,glob,2,
m_289845_,prefix,2,
m_289846_,lambda$readPlain$5,2,
m_289847_,lambda$getForFileSystem$0,2,
m_289851_,lambda$static$1,2,
m_289852_,getForFileSystem,2,
m_289856_,validateIconFile,0,
m_289860_,lambda$static$0,2,
m_289863_,getWorldDirValidator,2,
m_289864_,validateAndCreateAccess,2,
m_289870_,parse,2,
m_289874_,getLevelPath,2,
m_289878_,lambda$getForFileSystem$1,2,
m_289881_,parseValidator,2,
m_289886_,regex,2,
m_289888_,readPlain,2,
m_289895_,compile,2,
m_289896_,lambda$getForFileSystem$4,2,
m_289899_,lambda$getForFileSystem$3,2,
m_289900_,validateSymlink,2,
m_289903_,validateSymlink,2,
m_289905_,compile,2,
m_289907_,getMessage,2,
m_289909_,lambda$getForFileSystem$2,2,
m_289996_,canGrow,2,
m_289999_,getLowerHalf,2,
m_290004_,sufficientLight,2,
m_290022_,lambda$init$0,0,
m_290025_,connect,2,
m_291906_,lambda$initDataFetcher$14,0,
m_291907_,lambda$init$0,0,
m_291909_,lambda$initDataFetcher$15,0,
m_291910_,lambda$init$6,0,
m_291912_,lambda$init$9,0,
m_291913_,lambda$init$1,0,
m_291914_,lambda$initDataFetcher$17,0,
m_291915_,lambda$run$0,0,
m_291921_,lambda$init$0,0,
m_291933_,lambda$init$3,0,
m_291937_,lambda$init$2,0,
m_291940_,lambda$new$0,0,
m_291947_,lambda$init$3,0,
m_291948_,lambda$init$1,0,
m_291951_,lambda$init$3,0,
m_291953_,lambda$init$4,0,
m_291955_,lambda$init$2,0,
m_291956_,lambda$init$5,0,
m_291958_,lambda$init$6,0,
m_291963_,lambda$error$1,0,
m_291968_,lambda$build$0,2,
m_291969_,lambda$static$4,2,
m_291970_,lambda$static$5,2,
m_291971_,lambda$static$3,2,
m_291974_,lambda$static$6,2,
m_291975_,lambda$static$0,2,
m_291976_,lambda$static$2,2,
m_292007_,lambda$buildInitialScreens$9,0,
m_292010_,lambda$addInitialScreens$12,0,
m_292011_,lambda$new$4,0,
m_292014_,lambda$addInitialScreens$10,0,
m_292015_,lambda$new$5,0,
m_292024_,lambda$mouseScrolled$0,0,
m_292026_,lambda$closeAndSetScreen$4,0,
m_292031_,lambda$init$1,0,
m_292032_,lambda$onFilesDrop$6,0,
m_292033_,lambda$onFilesDrop$8,0,
m_292039_,lambda$addContent$0,0,
m_292040_,lambda$addContent$1,0,
m_292041_,lambda$addContent$4,0,
m_292043_,lambda$addContent$5,0,
m_292046_,lambda$addContent$2,0,
m_292048_,lambda$init$1,0,
m_292049_,lambda$new$0,0,
m_292053_,lambda$init$0,0,
m_292056_,lambda$handleGameEvent$10,0,
m_292063_,lambda$draftReportHandled$0,0,
m_292065_,lambda$static$0,0,
m_292070_,lambda$createHiveBlacklistMap$3,0,
m_292085_,lambda$runSpriteSuppliers$5,0,
m_292086_,lambda$loadAndStitch$8,0,
m_292095_,lambda$resolveSignedMessage$1,2,
m_292096_,lambda$bootStrap$6,2,
m_292098_,lambda$static$5,2,
m_292102_,lambda$addServerProviders$4,2,
m_292113_,lambda$generateRecipes$3,2,
m_292121_,lambda$flush$10,2,
m_292127_,lambda$static$0,2,
m_292131_,lambda$write$1,2,
m_292147_,lambda$updateTreeVisibility$4,2,
m_292149_,lambda$updateTreeVisibility$3,2,
m_292160_,lambda$perform$17,2,
m_292161_,lambda$performCriterion$21,2,
m_292198_,lambda$register$8,2,
m_292199_,lambda$register$9,2,
m_292200_,lambda$clearDisplaySlot$58,2,
m_292201_,lambda$setDisplaySlot$59,2,
m_292216_,lambda$broadcast$3,2,
m_292217_,lambda$addSaveDependency$1,2,
m_292219_,lambda$applyChunkTrackingView$38,2,
m_292220_,lambda$applyChunkTrackingView$39,2,
m_292221_,lambda$resendBiomesForChunks$41,2,
m_292225_,lambda$waitForLightBeforeSending$42,2,
m_292231_,lambda$waitForPendingTasks$29,2,
m_292232_,lambda$waitForPendingTasks$28,2,
m_292233_,lambda$performSignedChatCommand$10,2,
m_292234_,lambda$handleChat$6,2,
m_292239_,lambda$createVanillaTrustedRepository$0,2,
m_292241_,lambda$temporalCodec$81,2,
m_292245_,lambda$static$93,2,
m_292250_,lambda$static$85,2,
m_292256_,lambda$cap$5,2,
m_292266_,lambda$makeRule$6,2,
m_292267_,lambda$makeObjectiveFixer$2,2,
m_292268_,lambda$makeStatFixer$1,2,
m_292273_,lambda$apply$0,2,
m_292274_,lambda$registerTypes$50,2,
m_292276_,lambda$registerTypes$39,2,
m_292340_,lambda$initIdleActivity$1,2,
m_292419_,lambda$removeWaterBreadthFirstSearch$1,2,
m_292426_,lambda$entityInside$1,2,
m_292437_,lambda$writeToStream$1,2,
m_292438_,lambda$findPath$4,2,
m_292439_,lambda$type$11,2,
m_292441_,lambda$static$0,2,
m_292442_,lambda$static$0,2,
m_292444_,lambda$static$1,2,
m_292445_,lambda$static$4,2,
m_292446_,lambda$static$3,2,
m_292449_,lambda$static$3,2,
m_292451_,lambda$static$4,2,
m_292452_,lambda$static$0,2,
m_292453_,lambda$static$1,2,
m_292454_,lambda$static$2,2,
m_292455_,lambda$static$3,2,
m_292457_,lambda$static$2,2,
m_292459_,lambda$static$1,2,
m_292460_,lambda$compose$0,2,
m_292464_,lambda$compose$1,2,
m_292465_,lambda$static$0,2,
m_292466_,lambda$lootTableItem$2,2,
m_292471_,lambda$compose$0,2,
m_292472_,lambda$static$1,2,
m_292473_,lambda$static$2,2,
m_292474_,lambda$expandTag$5,2,
m_292475_,lambda$static$0,2,
m_292476_,lambda$tagContents$4,2,
m_292477_,lambda$static$3,2,
m_292484_,lambda$static$2,2,
m_292485_,lambda$static$1,2,
m_292486_,lambda$static$0,2,
m_292487_,lambda$static$1,2,
